src_ip,dst_ip,dst_port,protocol,flow_duration,packet_count_fwd,packet_count_bwd,byte_count_fwd,byte_count_bwd,iat_mean,iat_std,iat_max,iat_min,packet_size_mean,packet_size_std,packet_size_max,packet_size_min,flow_periodicity,directionality_ratio,label
185.244.25.235,192.168.1.195,52088,TCP,4.21134614944458,7,9,713,693,0.280756409962972,0.5749583578005031,2.0798020362854004,4.0531158447265625e-06,87.875,38.08358406190258,199,66,2.0478904039139563,0.4375,C&C
104.199.64.136,192.168.2.3,50020,TCP,0.1127240657806396,5,5,508,867,0.0125248961978488,0.011930509180478,0.0303380489349365,0.0017440319061279,137.5,160.54485354566805,595,66,0.9525435574090522,0.5,Benign
185.244.25.235,192.168.1.195,54714,TCP,7.184925079345703,0,4,0,296,2.394975026448568,1.2670450348572864,4.080173015594482,1.0249431133270264,74.0,0.0,74,74,0.5290431093706004,0.0,C&C
185.244.25.235,192.168.1.195,57022,TCP,32.890525817871094,6,7,673,532,2.740877151489258,8.77415109326653,31.82864880561829,7.867813110351562e-06,92.6923076923077,40.82304141118311,199,66,3.201220123455401,0.4615384615384615,C&C
147.231.100.5,192.168.100.108,123,UDP,402.2695870399475,7,7,630,630,30.94381438768827,33.41128865863081,71.68724203109741,0.0019919872283935,90.0,0.0,90,90,1.079740468968308,0.5,Benign
185.244.25.235,192.168.1.195,51558,TCP,7.238119125366211,0,4,0,296,2.4127063751220703,1.2478442045101743,4.079923152923584,1.0781350135803225,74.0,0.0,74,74,0.5171968779031555,0.0,C&C
185.244.25.235,192.168.1.195,49368,TCP,7.168413877487183,0,4,0,296,2.3894712924957275,1.2728762885923048,4.079921007156372,1.0084238052368164,74.0,0.0,74,74,0.5327020636698362,0.0,C&C
185.130.215.13,192.168.100.108,55192,TCP,7.222881078720093,0,4,0,296,2.4076270262400308,1.253283924820486,4.079921007156372,1.0628981590270996,74.0,0.0,74,74,0.5205473734765838,0.0,C&C
185.244.25.235,192.168.1.195,56852,TCP,7.230623960494995,0,4,0,296,2.410207986831665,1.2506526028042837,4.080173015594482,1.0706360340118408,74.0,0.0,74,74,0.5188982069752109,0.0,C&C
185.244.25.235,192.168.1.195,55078,TCP,7.227136135101318,0,4,0,296,2.409045378367106,1.2517783959848183,4.079939126968384,1.0671310424804688,74.0,0.0,74,74,0.5196159471405625,0.0,C&C
185.244.25.235,192.168.1.195,54986,TCP,33.9291558265686,6,9,673,672,2.423511130469186,8.173213739538792,31.867091178894043,5.960464477539063e-06,89.66666666666667,38.80664318844848,199,66,3.372468001810446,0.4,C&C
185.244.25.235,192.168.1.195,49834,TCP,7.168666124343872,0,4,0,296,2.3895553747812905,1.2727836003889013,4.079917192459106,1.008674144744873,74.0,0.0,74,74,0.5326445303680797,0.0,C&C
185.244.25.235,192.168.1.195,55870,TCP,7.227651119232178,0,4,0,296,2.409217039744059,1.2517298975862312,4.0801920890808105,1.067643165588379,74.0,0.0,74,74,0.5195587931418614,0.0,C&C
185.244.25.235,192.168.1.195,50290,TCP,4.128648042678833,6,9,647,693,0.2949034316199166,0.5925125176129029,2.080061912536621,6.9141387939453125e-06,89.33333333333333,38.89758632900276,199,66,2.009174713085593,0.4,C&C
185.244.25.235,192.168.1.195,50152,TCP,7.182921886444092,0,4,0,296,2.394307295481364,1.2676471044490334,4.079941034317017,1.022933006286621,74.0,0.0,74,74,0.529442109140038,0.0,C&C
185.244.25.235,192.168.1.195,49520,TCP,4.082695960998535,6,10,647,759,0.2721797307332357,0.5781242273033375,2.080042123794556,5.960464477539063e-06,87.875,38.08358406190258,199,66,2.124053197296896,0.375,C&C
185.244.25.235,192.168.1.195,54842,TCP,7.198403835296631,0,4,0,296,2.399467945098877,1.2621311952723029,4.079928874969482,1.038179874420166,74.0,0.0,74,74,0.5260046077507792,0.0,C&C
185.244.25.235,192.168.1.195,51412,TCP,7.209636926651001,0,4,0,296,2.403212308883667,1.2580198795209476,4.079906940460205,1.0496540069580078,74.0,0.0,74,74,0.5234742993245234,0.0,C&C
185.244.25.235,192.168.1.195,52850,TCP,7.205893993377685,0,4,0,296,2.4019646644592285,1.2595027083013348,4.080167055130005,1.045902967453003,74.0,0.0,74,74,0.5243635457830083,0.0,C&C
185.244.25.235,192.168.1.195,50760,TCP,7.161679029464722,0,4,0,296,2.3872263431549072,1.2753222839817595,4.079933166503906,1.001680850982666,74.0,0.0,74,74,0.5342276351962173,0.0,C&C
185.244.25.235,192.168.1.195,52722,TCP,4.115159034729004,6,9,647,693,0.2939399310520717,0.5905191284518322,2.0800681114196777,7.152557373046875e-06,89.33333333333333,38.89758632900276,199,66,2.0089789309613098,0.4,C&C
185.244.25.235,192.168.1.195,49660,TCP,4.078167200088501,6,9,647,693,0.2912976571491786,0.5902942560607504,2.0800621509552,1.0013580322265623e-05,89.33333333333333,38.89758632900276,199,66,2.026429810104687,0.4,C&C
185.244.25.235,192.168.1.195,55448,TCP,33.21937203407288,6,9,673,672,2.3728122881480624,7.984392598236431,31.134801864624023,5.960464477539063e-06,89.66666666666667,38.80664318844848,199,66,3.3649491104364206,0.4,C&C
192.168.2.3,52.119.164.214,443,TCP,9.028916120529177,14,13,1866,7139,0.3472660046357375,1.1877143546381248,6.002517938613892,9.5367431640625e-07,333.51851851851853,479.7567570689972,1414,54,3.420186078634361,0.5185185185185185,Benign
192.168.100.113,213.199.225.40,123,UDP,128.99985599517822,3,0,270,0,64.49992799758911,0.5002138614654541,65.00014185905457,63.99971413612366,90.0,0.0,90,90,0.0077552623234579,1.0,Benign
185.244.25.235,192.168.1.195,49956,TCP,1.1013729572296145,6,7,647,545,0.0917810797691345,0.2640507640735458,0.9664571285247804,6.9141387939453125e-06,91.6923076923077,41.28025159319688,199,66,2.876962928936304,0.4615384615384615,C&C
185.130.215.13,192.168.100.108,54730,TCP,7.187416076660156,0,4,0,296,2.3958053588867188,1.2661622579681115,4.080188989639282,1.0274109840393066,74.0,0.0,74,74,0.5284912871872325,0.0,C&C
185.244.25.235,192.168.1.195,54518,TCP,7.233109951019287,0,4,0,296,2.411036650339762,1.248083092481484,4.0789079666137695,1.0768799781799316,74.0,0.0,74,74,0.5176541353303795,0.0,C&C
192.168.1.1,192.168.1.158,4096,UDP,0.002748966217041,2,2,290,162,0.000916322072347,0.0012874459679905,0.0027370452880859,5.0067901611328125e-06,113.0,32.0,145,81,1.4050146851673966,0.5,Benign
185.244.25.235,192.168.1.195,51704,TCP,7.176158905029297,0,4,0,296,2.392052968343099,1.270077512162938,4.079922914505005,1.016171932220459,74.0,0.0,74,74,0.5309571021091064,0.0,C&C
192.168.1.132,2.16.60.139,443,TCP,0.01149582862854,4,2,246,126,0.002299165725708,0.002714057297758,0.0057442188262939,3.814697265625e-06,62.0,2.8284271247461903,66,60,1.1804530954036938,0.6666666666666666,Benign
185.244.25.235,192.168.1.195,54388,TCP,208.69579195976257,1,11,74,1130,18.97234472361478,30.24867737982502,102.3981339931488,0.0017790794372558,100.33333333333331,27.746871695542342,128,66,1.5943563023169534,0.0833333333333333,C&C
192.168.2.1,224.0.0.251,5353,UDP,128.6294388771057,9,0,1053,0,16.078679859638214,25.893840743101315,81.16184997558594,1.0011918544769287,117.0,0.0,117,117,1.610445693872031,1.0,Benign
192.168.1.195,82.113.53.40,123,UDP,128.9999430179596,3,0,270,0,64.4999715089798,0.4999624490737915,64.99993395805359,64.000009059906,90.0,0.0,90,90,0.0077513592235337,1.0,Benign
192.168.2.3,52.216.17.40,80,TCP,23.42356991767884,6,5,490,1057,2.3423569917678835,6.888908652916573,23.00843906402588,6.9141387939453125e-06,140.63636363636363,148.19905086634648,473,54,2.9410156851100653,0.5454545454545454,Benign
192.168.1.132,2.16.60.82,443,TCP,0.0037450790405273,4,2,246,126,0.0007490158081054,0.0007224937835318,0.0017471313476562,3.0994415283203125e-06,62.0,2.8284271247461903,66,60,0.9645908346837966,0.6666666666666666,Benign
13.32.118.138,192.168.2.3,42408,TCP,0.0112600326538085,1,2,54,163,0.0056300163269042,0.0056231021881103,0.0112531185150146,6.9141387939453125e-06,72.33333333333333,18.11690432226825,97,54,0.9987719149656984,0.3333333333333333,Benign
185.244.25.235,192.168.1.195,51950,TCP,1.0978858470916748,6,7,647,545,0.0914904872576395,0.263594300441533,0.9647068977355956,1.0967254638671877e-05,91.6923076923077,41.28025159319688,199,66,2.8811115597105155,0.4615384615384615,C&C
185.244.25.235,192.168.1.195,52572,TCP,2.1497809886932373,7,8,713,619,0.1535557849066598,0.340125738344856,1.0499069690704346,5.960464477539063e-06,88.8,39.15814091603431,199,66,2.214997882050516,0.4666666666666667,C&C
192.168.1.195,195.113.144.201,123,UDP,9.94512104988098,6,6,540,540,0.9041019136255438,0.9851278748312232,1.998635053634644,0.0014839172363281,90.0,0.0,90,90,1.0896203845877914,0.5,Benign
185.244.25.235,192.168.1.195,49044,TCP,1.105621099472046,6,7,646,544,0.0921350916226704,0.258872658838532,0.9494588375091552,6.9141387939453125e-06,91.53846153846152,41.31979481782287,199,66,2.8097075096936748,0.4615384615384615,C&C
185.244.25.235,192.168.1.195,53646,TCP,7.162915945053101,0,4,0,296,2.3876386483510337,1.2748646350977015,4.079923868179321,1.0029351711273191,74.0,0.0,74,74,0.5339437087677219,0.0,C&C
185.244.25.235,192.168.1.195,53136,TCP,7.18010401725769,0,4,0,296,2.3933680057525635,1.2686253777875782,4.079890012741089,1.020155906677246,74.0,0.0,74,74,0.5300586348352541,0.0,C&C
185.244.25.235,192.168.1.195,56648,TCP,7.238877058029175,0,4,0,296,2.412959019343058,1.2475896995503817,4.079941987991333,1.0788719654083252,74.0,0.0,74,74,0.517037251585833,0.0,C&C
146.185.170.220,192.168.1.158,4097,UDP,0.0154979228973388,2,2,180,180,0.0051659742991129,0.0072980359069355,0.0154869556427001,5.0067901611328125e-06,90.0,0.0,90,90,1.4127123915790043,0.5,Benign
185.244.25.235,192.168.1.195,53138,TCP,4.10812520980835,6,9,647,693,0.2934375149863107,0.5922798806232321,2.080047845840454,5.960464477539063e-06,89.33333333333333,38.89758632900276,199,66,2.0184190854085675,0.4,C&C
176.32.98.203,192.168.2.3,47785,TCP,0.3672759532928467,4,4,462,371,0.0524679933275495,0.0515295645568961,0.113279104232788,0.0003459453582763,104.125,83.09097047814522,292,54,0.9821142622170648,0.5,Benign
185.244.25.235,192.168.1.195,50252,TCP,1.0993740558624268,6,7,647,545,0.0916145046552022,0.2639471450496977,0.9659521579742432,7.867813110351562e-06,91.6923076923077,41.28025159319688,199,66,2.8810628409014685,0.4615384615384615,C&C
130.211.67.12,192.168.1.132,60899,TCP,1.1708319187164309,4,7,422,1286,0.117083191871643,0.2950238860971586,0.997184991836548,6.9141387939453125e-06,155.27272727272728,245.0517907816412,914,60,2.519780007540193,0.3636363636363636,Benign
192.168.100.1,192.168.100.113,60546,UDP,0.0014939308166503,2,2,174,174,0.0004979769388834,0.000201969324202,0.0007448196411132,0.0002501010894775,87.0,0.0,87,87,0.4055796733377008,0.5,Benign
185.244.25.235,192.168.1.195,55740,TCP,7.236865043640137,0,4,0,296,2.412288347880045,1.2482882231629198,4.07991886138916,1.0768840312957764,74.0,0.0,74,74,0.5174705686656133,0.0,C&C
192.168.1.195,195.113.144.201,123,UDP,130.07109117507937,3,0,270,0,65.03554558753967,0.0355744361877441,65.07112002372742,64.99997115135193,90.0,0.0,90,90,0.0005469998885434,1.0,Benign
192.168.100.113,37.157.194.44,123,UDP,129.00019693374634,3,0,270,0,64.50009846687317,0.5003376007080078,65.00043606758118,63.99976086616516,90.0,0.0,90,90,0.0077571602617781,1.0,Benign
192.168.1.132,52.209.221.67,80,TCP,0.1181850433349609,7,7,2267,1953,0.0090911571796123,0.0132660029874211,0.0290000438690185,2.1457672119140625e-06,301.42857142857144,486.5606281831269,1514,60,1.4592205068427544,0.5,Benign
185.244.25.235,192.168.1.195,50652,TCP,7.221642971038818,0,4,0,296,2.407214323679606,1.2538621489099584,4.080173969268799,1.0616569519042969,74.0,0.0,74,74,0.5208768228802065,0.0,C&C
192.168.100.1,192.168.100.113,44543,UDP,0.0574660301208496,2,2,174,174,0.0191553433736165,0.0255066138803558,0.0552129745483398,0.0002510547637939,87.0,0.0,87,87,1.3315665181699203,0.5,Benign
185.244.25.235,192.168.1.195,56000,TCP,33.17707085609436,6,7,673,532,2.76475590467453,8.851771355835865,32.11067986488342,7.152557373046875e-06,92.6923076923077,40.82304141118311,199,66,3.2016466049931105,0.4615384615384615,C&C
185.244.25.235,192.168.1.195,50398,TCP,7.211628913879394,0,4,0,296,2.403876304626465,1.2573170830252178,4.079926013946533,1.0516409873962402,74.0,0.0,74,74,0.5230373462250965,0.0,C&C
192.168.2.3,93.184.216.34,80,TCP,0.2480139732360839,4,2,272,140,0.0496027946472168,0.0597338724928471,0.1282410621643066,7.867813110351562e-06,68.66666666666667,3.771236166328253,74,66,1.204244093859716,0.6666666666666666,Benign
185.244.25.235,192.168.1.195,53560,TCP,7.196393966674805,0,4,0,296,2.3987979888916016,1.2627833575252434,4.0799241065979,1.036417007446289,74.0,0.0,74,74,0.526423385117448,0.0,C&C
192.168.2.3,52.94.228.52,443,TCP,32.03756499290466,19,17,5859,6239,0.915358999797276,4.001405545549361,23.441696882247925,0.0,336.05555555555554,496.2152279698153,1414,54,4.371405695946126,0.5277777777777778,Benign
185.130.215.13,192.168.100.108,54912,TCP,7.228129148483276,0,4,0,296,2.409376382827759,1.2514089157473938,4.079923152923584,1.0681469440460205,74.0,0.0,74,74,0.5193912103839421,0.0,C&C
192.168.2.3,52.94.227.120,443,TCP,0.1090028285980224,2,1,161,54,0.0545014142990112,0.054200530052185,0.1087019443511962,0.0003008842468261,71.66666666666667,24.98443960192468,107,54,0.9944793313954124,0.6666666666666666,Benign
13.32.118.117,192.168.2.3,36273,TCP,0.0371539592742919,2,4,140,272,0.0074307918548583,0.005706845175797,0.0145189762115478,0.000378131866455,68.66666666666667,3.771236166328253,74,66,0.7679996004821187,0.3333333333333333,Benign
192.168.100.1,192.168.100.108,54360,UDP,0.0009968280792236,2,2,226,162,0.0003322760264078,0.0002329332299994,0.0004980564117431,2.86102294921875e-06,97.0,27.712812921102035,145,81,0.7010232803059472,0.5,Benign
192.168.2.3,52.216.227.176,80,TCP,23.28220796585083,6,5,490,1057,2.328220796585083,6.893739510027131,23.009063959121704,1.9073486328125e-06,140.63636363636363,148.19905086634648,473,54,2.960947484078194,0.5454545454545454,Benign
192.168.1.195,77.78.107.252,123,UDP,133.00032591819763,3,0,270,0,66.50016295909882,0.4999629259109497,67.00012588500977,66.00020003318787,90.0,0.0,90,90,0.007518221063886,1.0,Benign
13.32.118.7,192.168.2.3,50092,TCP,0.0331919193267822,2,4,140,272,0.0066383838653564,0.0057733541004579,0.013923168182373,0.0014557838439941,68.66666666666667,3.771236166328253,74,66,0.8696927170161365,0.3333333333333333,Benign
185.130.215.13,192.168.100.108,58726,TCP,7.192174911499023,0,4,0,296,2.3973916371663413,1.2643222927877162,4.079945087432861,1.0321619510650637,74.0,0.0,74,74,0.527374114928554,0.0,Benign
185.244.25.235,192.168.1.195,51528,TCP,7.175412178039551,0,4,0,296,2.391804059346517,1.2703513277439489,4.079928159713745,1.0154201984405518,74.0,0.0,74,74,0.5311268382457011,0.0,C&C
185.244.25.235,192.168.1.195,49516,TCP,1.035156011581421,6,8,647,623,0.0796273855062631,0.2561109484080657,0.9664630889892578,7.867813110351562e-06,90.71428571428572,39.93464047921406,199,66,3.216367670239796,0.4285714285714285,C&C
192.168.1.195,77.78.107.252,123,UDP,132.01026797294617,3,0,270,0,66.00513398647308,0.9949151277542114,67.0000491142273,65.01021885871887,90.0,0.0,90,90,0.0150732991157643,1.0,Benign
192.168.100.113,37.157.194.44,123,UDP,9.98904013633728,6,6,540,540,0.9080945578488436,0.9546885260892244,1.9928669929504397,0.0059931278228759,90.0,0.0,90,90,1.0513095996861337,0.5,Benign
185.244.25.235,192.168.1.195,52136,TCP,4.083667993545532,6,10,647,759,0.2722445329030354,0.5781612353145057,2.0800631046295166,5.960464477539063e-06,87.875,38.08358406190258,199,66,2.1236835471014865,0.375,C&C
185.244.25.235,192.168.1.195,53814,TCP,7.208897113800049,0,4,0,296,2.402965704600016,1.2583025285434783,4.07993221282959,1.0488998889923096,74.0,0.0,74,74,0.5236456459343968,0.0,C&C
192.168.2.3,52.216.16.8,80,TCP,23.39429807662964,6,5,490,1057,2.339429807662964,6.864722356274741,22.933106899261475,9.5367431640625e-07,140.63636363636363,148.19905086634648,473,54,2.934357053068602,0.5454545454545454,Benign
185.244.25.235,192.168.1.195,50508,TCP,7.1639158725738525,0,4,0,296,2.3879719575246177,1.2746352125483424,4.080173969268799,1.0039288997650146,74.0,0.0,74,74,0.5337731075659845,0.0,C&C
185.244.25.235,192.168.1.195,53554,TCP,7.215628147125244,0,4,0,296,2.405209382375081,1.2560028936983498,4.080147981643677,1.0556361675262451,74.0,0.0,74,74,0.5222010619541487,0.0,C&C
185.244.25.235,192.168.1.195,52842,TCP,7.215878009796143,0,4,0,296,2.4052926699320474,1.2557907068898977,4.079926013946533,1.0559039115905762,74.0,0.0,74,74,0.5220947631813035,0.0,C&C
192.168.2.3,52.46.129.41,443,TCP,10.54414701461792,113,63,120183,9925,0.0602522686549595,0.476460928867762,6.000509023666382,0.0,739.25,651.3901175388469,1414,54,7.907767450156304,0.6420454545454546,Benign
192.168.1.132,52.209.221.67,80,TCP,0.1241791248321533,7,7,2261,1947,0.0095522403717041,0.0138754672544988,0.0304839611053466,1.1920928955078125e-06,300.57142857142856,486.9797171319964,1514,60,1.4525877401076646,0.5,Benign
185.244.25.235,192.168.1.195,55584,TCP,7.218881130218506,0,4,0,296,2.4062937100728354,1.254846485831541,4.08016300201416,1.058887958526611,74.0,0.0,74,74,0.5214851705669621,0.0,C&C
192.168.1.195,77.78.107.252,123,UDP,130.9253227710724,3,0,270,0,65.4626613855362,0.4624804258346557,65.92514181137085,65.00018095970154,90.0,0.0,90,90,0.0070647971843203,1.0,Benign
185.244.25.235,192.168.1.195,51366,TCP,4.075926780700684,6,9,647,693,0.291137627192906,0.5942774021621978,2.0798120498657227,7.867813110351562e-06,89.33333333333333,38.89758632900276,199,66,2.041224996892735,0.4,C&C
192.168.1.132,2.21.172.138,443,TCP,0.0132410526275634,4,2,246,126,0.0026482105255126,0.0030428497963737,0.0064959526062011,3.0994415283203125e-06,62.0,2.8284271247461903,66,60,1.1490211095602505,0.6666666666666666,Benign
185.244.25.235,192.168.1.195,55780,TCP,7.226384162902832,0,4,0,296,2.408794720967611,1.2521620967885327,4.080161094665527,1.0663909912109375,74.0,0.0,74,74,0.519829309608226,0.0,C&C
192.168.1.195,82.113.53.40,123,UDP,133.00018692016602,3,0,270,0,66.50009346008301,0.5067155361175537,67.00680899620056,65.99337792396545,90.0,0.0,90,90,0.0076197717890684,1.0,Benign
192.168.2.3,72.21.214.79,80,TCP,0.3441810607910156,4,4,371,462,0.049168722970145,0.0542687791923499,0.1163020133972168,0.0005819797515869,104.125,83.09097047814522,292,54,1.1037256189326217,0.5,Benign
185.244.25.235,192.168.1.195,56516,TCP,7.228394031524658,0,4,0,296,2.409464677174886,1.2513269863852343,4.079936981201172,1.068392038345337,74.0,0.0,74,74,0.5193381742588665,0.0,C&C
185.244.25.235,192.168.1.195,54676,TCP,7.192683935165405,0,4,0,296,2.3975613117218018,1.2641356915736115,4.079943895339966,1.0326809883117676,74.0,0.0,74,74,0.5272589632612048,0.0,C&C
192.168.2.3,52.216.168.91,80,TCP,23.50923705101013,6,5,490,1057,2.350923705101013,6.949095949854775,23.19781279563904,1.9073486328125e-06,140.63636363636363,148.19905086634648,473,54,2.955900242435214,0.5454545454545454,Benign
192.168.1.195,82.113.53.40,123,UDP,10.009021043777466,6,6,540,540,0.9099110039797697,0.9917516542152732,1.9966230392456052,0.0034821033477783,90.0,0.0,90,90,1.0899435767647043,0.5,Benign
147.231.100.5,192.168.100.108,123,UDP,203.96299505233765,4,4,360,360,29.13757072176252,33.49094708693074,70.4190399646759,0.0024909973144531,90.0,0.0,90,90,1.149407663622305,0.5,Benign
185.244.25.235,192.168.1.195,53650,TCP,38.09728288650513,6,8,673,606,2.930560222038856,9.562628074467236,36.0342059135437,4.0531158447265625e-06,91.35714285714286,39.63152991325602,199,66,3.263071682524341,0.4285714285714285,C&C
192.168.1.195,81.2.248.189,123,UDP,128.99975609779358,3,0,270,0,64.49987804889679,0.5094500780105591,65.00932812690735,63.99042797088623,90.0,0.0,90,90,0.007898465755615,1.0,Benign
185.244.25.235,192.168.1.195,52462,TCP,7.236131906509399,0,4,0,296,2.4120439688364663,1.2485001305582288,4.079936027526856,1.0763700008392334,74.0,0.0,74,74,0.5176108506680691,0.0,C&C
192.168.1.158,193.47.166.29,123,UDP,0.0754649639129638,2,2,180,180,0.0251549879709879,0.0355667701319081,0.0754539966583252,5.0067901611328125e-06,90.0,0.0,90,90,1.4139052728996913,0.5,Benign
192.168.2.3,52.46.133.39,443,TCP,0.1126558780670166,2,1,161,54,0.0563279390335083,0.0563188791275024,0.1126468181610107,9.059906005859377e-06,71.66666666666667,24.98443960192468,107,54,0.9998391578644396,0.6666666666666666,Benign
185.244.25.235,192.168.1.195,50024,TCP,7.205631971359253,0,4,0,296,2.401877323786417,1.2595932144520108,4.080163955688477,1.0456478595733645,74.0,0.0,74,74,0.5244202948992984,0.0,C&C
185.244.25.235,192.168.1.195,52106,TCP,7.213882923126221,0,4,0,296,2.4046276410420737,1.2565051963902665,4.079921007156372,1.0539000034332275,74.0,0.0,74,74,0.5225362858449657,0.0,C&C
185.244.25.235,192.168.1.195,49936,TCP,7.162909984588623,0,4,0,296,2.387636661529541,1.274871013012351,4.0799291133880615,1.0029239654541016,74.0,0.0,74,74,0.5339468243026799,0.0,C&C
185.244.25.235,192.168.1.195,54342,TCP,7.185431957244873,0,4,0,296,2.395143985748291,1.2667455543431838,4.079941034317017,1.0254309177398682,74.0,0.0,74,74,0.5288807528401793,0.0,C&C
185.244.25.235,192.168.1.195,56328,TCP,34.040807008743286,6,8,673,606,2.618523616057176,8.450031108655974,31.867780923843384,7.152557373046875e-06,91.35714285714286,39.63152991325602,199,66,3.227021156822542,0.4285714285714285,C&C
185.244.25.235,192.168.1.195,52748,TCP,1.0991239547729492,6,7,647,545,0.0915936628977457,0.2631741071773773,0.9634528160095216,5.960464477539063e-06,91.6923076923077,41.28025159319688,199,66,2.873278552809731,0.4615384615384615,C&C
185.244.25.235,192.168.1.195,56804,TCP,7.176396131515503,0,4,0,296,2.392132043838501,1.2699863587577096,4.0799219608306885,1.0164270401000977,74.0,0.0,74,74,0.5309014450221752,0.0,C&C
192.168.2.3,93.184.216.34,80,TCP,0.2357740402221679,4,2,272,140,0.0471548080444335,0.0562536877748707,0.1162688732147216,0.000356912612915,68.66666666666667,3.771236166328253,74,66,1.1929576242122195,0.6666666666666666,Benign
185.244.25.235,192.168.1.195,52698,TCP,1.106122970581055,6,7,647,545,0.0921769142150878,0.2553007966889939,0.9369699954986572,6.9141387939453125e-06,91.6923076923077,41.28025159319688,199,66,2.7696826137319883,0.4615384615384615,C&C
185.244.25.235,192.168.1.195,54464,TCP,33.076804876327515,7,8,804,610,2.36262891973768,8.181333380026608,31.84753489494324,5.960464477539063e-06,94.26666666666668,39.42159588629336,199,66,3.4628092933591,0.4666666666666667,C&C
192.168.100.108,37.157.198.150,123,UDP,9.966413021087646,6,6,540,540,0.9060375473716042,0.9869177722242192,1.9953839778900144,0.0044960975646972,90.0,0.0,90,90,1.0892680718224612,0.5,Benign
147.231.100.5,192.168.100.108,123,UDP,131.46734499931335,3,3,270,270,26.29346899986267,32.08704701180039,66.79677510261536,0.0022418498992919,90.0,0.0,90,90,1.220342854416356,0.5,Benign
185.244.25.235,192.168.1.195,49696,TCP,1.062148094177246,6,8,647,623,0.0817036995520958,0.2508565529264118,0.949949026107788,4.0531158447265625e-06,90.71428571428572,39.93464047921406,199,66,3.070320613406996,0.4285714285714285,C&C
185.244.25.235,192.168.1.195,49642,TCP,2.0753231048583984,6,8,647,619,0.1596402388352614,0.35194532744723,1.0354080200195312,6.9141387939453125e-06,90.42857142857144,40.03875673414856,199,66,2.2046153902990286,0.4285714285714285,C&C
185.244.25.235,192.168.1.195,56844,TCP,7.2166337966918945,0,4,0,296,2.4055445988972983,1.2557225569086243,4.080173015594482,1.0563969612121582,74.0,0.0,74,74,0.5220117546289715,0.0,C&C
